".model","date","value","real.value"
"combined",2014 W35,N(0.097, 0.00093),NA
"combined",2014 W36,N(0.12, 0.00087),NA
"combined",2014 W37,N(0.037, 0.0011),NA
"combined",2014 W38,N(-0.067, 0.001),NA
"combined",2014 W39,N(-0.12, 0.00097),NA
"combined",2014 W40,N(-0.15, 0.001),NA
"combined",2014 W41,N(-0.2, 0.00094),NA
"combined",2014 W42,N(-0.18, 0.00092),NA
"combined",2014 W43,N(-0.16, 0.00094),NA
"combined",2014 W44,N(-0.057, 0.00089),NA
"combined",2014 W45,N(-0.1, 0.00093),NA
"combined",2014 W46,N(0.056, 0.001),NA
"combined",2014 W47,N(0.076, 0.001),NA
"combined",2014 W48,N(0.14, 0.00092),NA
"combined",2014 W49,N(0.14, 0.00097),NA
"combined",2014 W50,N(0.16, 0.0011),NA
"combined",2014 W51,N(0.045, 0.001),NA
"combined",2014 W52,N(0.04, 0.00091),NA
"combined",2015 W01,N(0.036, 9e-04),NA
"combined",2015 W02,N(-0.0016, 0.0011),NA
"combined",2015 W03,N(-0.031, 0.0011),NA
"combined",2015 W04,N(-0.044, 0.001),NA
"combined",2015 W05,N(-0.038, 0.001),NA
"combined",2015 W06,N(-0.0031, 0.001),NA
"combined",2015 W07,N(-0.062, 0.00087),NA
"combined",2015 W08,N(0.018, 0.00097),NA
"combined",2015 W09,N(0.024, 0.00093),NA
"combined",2015 W10,N(0.042, 0.001),NA
"combined",2015 W11,N(0.064, 0.00095),NA
"combined",2015 W12,N(0.12, 0.001),NA
"combined",2015 W13,N(0.23, 0.00088),NA
"combined",2015 W14,N(0.07, 0.00088),NA
"combined",2015 W15,N(0.061, 0.00097),NA
"combined",2015 W16,N(0.077, 0.00098),NA
"combined",2015 W17,N(0.037, 0.00091),NA
"combined",2015 W18,N(-0.046, 0.00086),NA
"combined",2015 W19,N(-0.084, 0.00083),NA
"combined",2015 W20,N(-0.15, 0.00081),NA
"combined",2015 W21,N(-0.23, 0.00094),NA
"combined",2015 W22,N(-0.21, 0.00097),NA
"combined",2015 W23,N(-0.25, 0.001),0.0559634536200492
"combined",2015 W24,N(-0.19, 0.0011),0.027119085324726
"combined",2015 W25,N(-0.17, 0.00097),0.0972499325986381
"combined",2015 W26,N(-0.081, 0.00077),0.0213698779255608
"combined",2015 W27,N(-0.072, 0.00093),NA
"combined",2015 W28,N(0.044, 0.00097),NA
"combined",2015 W29,N(0.15, 0.00093),NA
"combined",2015 W30,N(0.21, 0.00098),NA
"combined",2015 W31,N(0.26, 0.00099),NA
"combined",2015 W32,N(0.27, 0.00094),NA
"combined",2015 W33,N(0.29, 0.00087),NA
"combined",2015 W34,N(0.25, 0.0011),NA
"combined",2015 W35,N(0.2, 0.00081),NA
"combined",2015 W36,N(0.087, 0.00093),NA
"combined",2015 W37,N(0.073, 0.00093),NA
"combined",2015 W38,N(-0.018, 0.00083),NA
"combined",2015 W39,N(-0.076, 9e-04),NA
"combined",2015 W40,N(-0.069, 0.00096),NA
"combined",2015 W41,N(-0.23, 0.00078),NA
"combined",2015 W42,N(-0.11, 0.001),NA
"combined",2015 W43,N(-0.13, 0.0011),NA
"combined",2015 W44,N(-0.068, 0.00087),NA
"combined",2015 W45,N(-0.048, 0.00093),NA
"combined",2015 W46,N(0.045, 0.00096),NA
"combined",2015 W47,N(0.11, 0.00097),NA
"combined",2015 W48,N(0.13, 0.00092),NA
"combined",2015 W49,N(0.12, 0.00098),NA
"combined",2015 W50,N(0.098, 0.00089),NA
"combined",2015 W51,N(0.00038, 0.00083),NA
"combined",2015 W52,N(0.068, 0.00082),NA
"combined",2015 W53,N(0.12, 9e-04),NA
"combined",2016 W01,N(0.13, 0.001),NA
"combined",2016 W02,N(-0.029, 0.00094),NA
"combined",2016 W03,N(-0.02, 9e-04),NA
"combined",2016 W04,N(0.016, 0.001),NA
"combined",2016 W05,N(-0.021, 0.001),NA
"combined",2016 W06,N(-0.049, 0.0012),NA
"combined",2016 W07,N(-0.007, 0.00096),NA
"combined",2016 W08,N(0.2, 0.00097),NA
"combined",2016 W09,N(0.068, 0.0011),NA
"combined",2016 W10,N(0.059, 0.00096),NA
"combined",2016 W11,N(0.022, 0.0011),NA
"combined",2016 W12,N(0.079, 0.00096),NA
"combined",2016 W13,N(-0.14, 0.00093),NA
"combined",2016 W14,N(-0.0041, 0.00094),NA
"combined",2016 W15,N(0.036, 0.0011),NA
"combined",2016 W16,N(-0.042, 0.001),NA
"combined",2016 W17,N(-0.062, 9e-04),NA
"combined",2016 W18,N(-0.065, 0.00092),NA
"combined",2016 W19,N(-0.16, 0.00092),NA
"combined",2016 W20,N(-0.22, 0.00092),NA
"combined",2016 W21,N(-0.19, 0.001),NA
"combined",2016 W22,N(-0.26, 0.00097),0.0438499401179196
"combined",2016 W23,N(-0.22, 9e-04),0.0123878381892881
"combined",2016 W24,N(-0.19, 0.001),0.0354302145296383
"combined",2016 W25,N(-0.19, 0.00091),0.0832911554756376
"combined",2016 W26,N(-0.11, 0.0011),NA
"combined",2011 W12,N(0.18, 0.00087),0.182308253310618
"combined",2011 W13,N(0.13, 0.0012),0.201510094349235
"combined",2011 W14,N(0.099, 0.0013),0.169659504927852
"combined",2011 W15,N(0.18, 0.0016),0.160022736965217
"combined",2011 W16,N(0.22, 0.0011),0.209303015808494
"combined",2011 W17,N(0.19, 0.0013),0.233589759076485
"combined",2011 W18,N(0.21, 0.0011),0.161354813480908
"combined",2011 W19,N(0.2, 0.0011),0.172243719874294
"combined",2011 W20,N(0.16, 0.0011),0.252369557044773
"combined",2011 W21,N(0.2, 0.00073),0.202891241021775
"combined",2011 W22,N(0.31, 0.00078),0.133415301746761
"combined",2011 W23,N(0.097, 0.0013),0.202830057946407
"combined",2011 W24,N(0.068, 0.0011),0.185503143687035
"combined",2011 W25,N(0.091, 0.0012),0.0564368446180289
"combined",2011 W26,N(0.057, 0.00089),0.033400815418494
"combined",2011 W27,N(0.01, 0.00099),0.0555422151416738
"combined",2011 W28,N(0.0044, 0.001),0.0444941822651918
"combined",2011 W29,N(0.004, 0.00091),0.0334461493887097
"combined",2011 W30,N(0.018, 0.00098),0.0223981165122277
"combined",2011 W31,N(0.0078, 0.00088),0.0113500836357456
"combined",2011 W32,N(0.046, 0.0012),0.0726802100770997
"combined",2011 W33,N(0.078, 0.0012),0.0893305345461174
"combined",2011 W34,N(0.074, 0.001),0.0821773359809569
"combined",2011 W35,N(0.096, 0.0014),0.0750241374157963
"combined",2011 W36,N(0.09, 0.00089),0.0636771767901652
"combined",2011 W37,N(0.055, 0.00055),0.0424401804220084
"combined",2011 W38,N(0.07, 0.0013),0.0147153894408844
"combined",2011 W39,N(0.058, 0.001),-0.0130094015402397
"combined",2011 W40,N(0.029, 0.0011),0.0152626331356996
"combined",2011 W41,N(-0.015, 0.00084),0.0461597144742728
"combined",2011 W42,N(-0.037, 0.001),-0.0143065267454531
"combined",2011 W43,N(-0.08, 0.00086),-0.074772767965179
"combined",2011 W44,N(-0.12, 0.00096),-0.135239009184905
"combined",2011 W45,N(-0.099, 0.00095),-0.15320835778853
"combined",2011 W46,N(-0.2, 0.00077),-0.187663491939506
"combined",2011 W47,N(-0.2, 0.0012),-0.159783437783431
"combined",2011 W48,N(-0.2, 0.00079),-0.175171115401411
"combined",2011 W49,N(-0.25, 0.0012),-0.197529017971096
"combined",2011 W50,N(-0.2, 0.00095),-0.219886920540782
"combined",2011 W51,N(-0.17, 0.00081),-0.242244823110468
"combined",2011 W52,N(-0.17, 0.0011),-0.245242864199835
"combined",2012 W01,N(-0.17, 0.00083),-0.228614966360288
"combined",2012 W02,N(-0.15, 0.0011),-0.200431247949937
"combined",2012 W03,N(-0.14, 0.001),-0.0834964903974732
"combined",2012 W04,N(-0.072, 0.0012),-0.151081979231719
"combined",2012 W05,N(-0.022, 0.00099),-0.0850577927237725
"combined",2012 W06,N(-0.027, 0.001),-0.103296438041752
"combined",2012 W07,N(-0.074, 0.0011),-0.0955716147896487
"combined",2012 W08,N(-0.042, 0.00092),-0.102540232552029
"combined",2012 W09,N(0.00098, 0.0012),0.00175649844609678
"combined",2012 W10,N(-0.03, 0.0014),-0.0911788453635118
"combined",2012 W11,N(0.0019, 0.0014),-0.0610291319689085
"combined",2012 W12,N(-0.021, 0.0015),-0.109781205112649
"combined",2012 W13,N(0.019, 0.001),-0.044986592986745
"combined",2012 W14,N(0.018, 0.001),-0.0489393964844931
"combined",2012 W15,N(0.039, 0.00084),-0.0509748465050943
"combined",2012 W16,N(0.087, 0.0015),-0.0910014091499418
"combined",2012 W17,N(0.086, 0.0011),-0.13765002345239
"combined",2012 W18,N(0.089, 0.0012),-0.120087427823472
"combined",2012 W19,N(0.073, 0.00094),NA
"combined",2012 W20,N(0.08, 0.00074),NA
"combined",2012 W21,N(0.066, 0.0013),NA
"combined",2012 W22,N(0.061, 0.0011),-0.00149866896810789
"combined",2012 W23,N(0.11, 0.00089),-0.0683508872707122
"combined",2012 W24,N(0.11, 0.001),-0.0535575414440276
"combined",2012 W25,N(0.1, 0.0011),-0.0220924426483194
"combined",2012 W26,N(0.08, 0.00082),0.0365689653930718
"combined",2012 W27,N(0.087, 0.00091),NA
"combined",2012 W28,N(0.038, 0.0012),NA
"combined",2012 W29,N(0.07, 0.0011),NA
"combined",2012 W30,N(0.052, 0.001),NA
"combined",2012 W31,N(0.056, 0.0015),NA
"combined",2012 W32,N(0.081, 0.001),NA
"combined",2012 W33,N(0.086, 0.0013),NA
"combined",2012 W34,N(0.051, 0.00094),NA
"combined",2012 W35,N(0.053, 0.001),NA
"combined",2012 W36,N(0.08, 0.00099),NA
"combined",2012 W37,N(0.061, 0.0012),NA
"combined",2012 W38,N(0.029, 0.00085),NA
"combined",2012 W39,N(0.037, 0.00098),NA
"combined",2012 W40,N(0.018, 8e-04),NA
"combined",2012 W41,N(-0.029, 0.00084),NA
"combined",2012 W42,N(-0.07, 0.0013),NA
"combined",2012 W43,N(-0.11, 0.00086),NA
"combined",2012 W44,N(-0.13, 0.0015),NA
"combined",2012 W45,N(-0.14, 0.00087),NA
"combined",2012 W46,N(-0.1, 0.00078),NA
"combined",2012 W47,N(-0.16, 0.0013),NA
"combined",2012 W48,N(-0.21, 0.00093),NA
"combined",2012 W49,N(-0.22, 0.0011),NA
"combined",2012 W50,N(-0.18, 8e-04),NA
"combined",2012 W51,N(-0.22, 0.00087),NA
"combined",2012 W52,N(-0.16, 0.00099),NA
"combined",2013 W01,N(-0.15, 0.00084),NA
"combined",2013 W02,N(-0.13, 0.001),NA
"combined",2013 W03,N(-0.072, 0.001),NA
"combined",2013 W04,N(-0.0095, 0.00088),NA
"combined",2013 W05,N(-0.11, 0.0012),NA
"combined",2013 W06,N(-0.05, 0.00088),NA
"combined",2013 W07,N(-0.071, 0.001),NA
"combined",2013 W08,N(-0.024, 0.001),NA
"combined",2013 W09,N(0.0015, 0.0013),NA
"combined",2013 W10,N(-0.07, 0.00094),NA
"combined",2013 W11,N(-0.042, 0.0013),NA
"combined",2013 W12,N(0.0026, 0.0012),NA
"combined",2013 W13,N(0.088, 0.0011),NA
"combined",2013 W14,N(0.031, 8e-04),NA
"combined",2013 W15,N(0.0089, 0.00074),NA
"combined",2013 W16,N(0.088, 0.00086),NA
"combined",2013 W17,N(0.11, 0.0011),NA
"combined",2013 W18,N(0.13, 0.00077),NA
"combined",2013 W19,N(0.093, 0.0011),NA
"combined",2013 W20,N(0.16, 0.001),NA
"combined",2013 W21,N(0.11, 0.00087),NA
"combined",2013 W22,N(0.15, 0.0014),NA
"combined",2013 W23,N(0.081, 0.0012),0.0059588789302349
"combined",2013 W24,N(0.072, 0.0012),0.0548488550385313
"combined",2013 W25,N(0.033, 0.00072),-0.0105596263615714
"combined",2013 W26,N(-0.024, 0.0012),-0.011027276193245
"combined",2013 W27,N(0.03, 0.0011),NA
"combined",2013 W28,N(0.057, 0.00082),NA
"combined",2013 W29,N(0.013, 0.00082),NA
"combined",2013 W30,N(-0.04, 0.00092),NA
"combined",2013 W31,N(0.018, 0.001),NA
"combined",2013 W32,N(0.0071, 0.0012),NA
"combined",2013 W33,N(0.04, 0.0011),NA
"combined",2013 W34,N(0.061, 0.001),NA
"combined",2013 W35,N(0.042, 0.00066),NA
"combined",2013 W36,N(0.071, 0.00094),NA
"combined",2013 W37,N(0.022, 0.0012),NA
"combined",2013 W38,N(0.052, 0.0011),NA
"combined",2013 W39,N(0.018, 0.00086),NA
"combined",2013 W40,N(0.014, 0.0012),NA
"combined",2013 W41,N(-0.031, 0.0016),NA
"combined",2013 W42,N(-0.13, 0.00065),NA
"combined",2013 W43,N(-0.19, 0.00077),NA
"combined",2013 W44,N(-0.2, 0.0015),NA
"combined",2013 W45,N(-0.2, 0.0012),NA
"combined",2013 W46,N(-0.25, 0.00098),NA
"combined",2013 W47,N(-0.18, 0.0012),NA
"combined",2013 W48,N(-0.17, 0.00086),NA
"combined",2013 W49,N(-0.2, 0.0011),NA
"combined",2013 W50,N(-0.2, 0.001),NA
"combined",2013 W51,N(-0.22, 0.00097),NA
"combined",2013 W52,N(-0.24, 0.0011),NA
"combined",2014 W01,N(-0.2, 0.001),NA
"combined",2014 W02,N(-0.19, 0.00087),NA
"combined",2014 W03,N(-0.17, 0.001),NA
"combined",2014 W04,N(-0.15, 0.001),NA
"combined",2014 W05,N(-0.14, 0.0011),NA
"combined",2014 W06,N(-0.11, 0.00057),NA
"combined",2014 W07,N(-0.11, 0.0013),NA
"combined",2014 W08,N(-0.13, 0.0012),NA
"combined",2014 W09,N(-0.12, 0.001),NA
"combined",2014 W10,N(-0.12, 0.00092),NA
"combined",2014 W11,N(0.021, 0.0013),NA
"combined",2014 W12,N(0.023, 0.00074),NA
"combined",2014 W13,N(0.021, 0.0011),NA
"combined",2014 W14,N(0.014, 0.0012),NA
"combined",2014 W15,N(0.094, 0.00087),NA
"combined",2014 W16,N(0.077, 9e-04),NA
"combined",2014 W17,N(0.093, 0.0015),NA
"combined",2014 W18,N(0.11, 0.0011),NA
"combined",2014 W19,N(0.15, 0.00093),NA
"combined",2014 W20,N(0.14, 0.001),NA
"combined",2014 W21,N(0.13, 0.0012),NA
"combined",2014 W22,N(0.13, 0.0012),NA
"combined",2014 W23,N(0.067, 0.00092),-0.0801387965787697
"combined",2014 W24,N(0.018, 0.00092),0.0956843485030065
"combined",2014 W25,N(-0.026, 0.00088),0.0589135574136018
"combined",2014 W26,N(-0.015, 0.00083),-0.0628650361927862
"combined",2014 W27,N(-0.03, 0.00068),NA
"combined",2014 W28,N(-0.036, 0.00063),NA
"combined",2014 W29,N(0.017, 0.0012),NA
"combined",2014 W30,N(0.024, 0.0011),NA
"combined",2014 W31,N(0.01, 0.0011),NA
"combined",2014 W32,N(-0.028, 0.001),NA
"combined",2014 W33,N(-0.0089, 0.0014),NA
"combined",2014 W34,N(0.054, 0.0013),NA
"combined",2014 W35,N(0.019, 0.001),NA
"combined",2014 W36,N(0.12, 0.00072),NA
"combined",2014 W37,N(0.065, 0.0012),NA
"combined",2014 W38,N(0.075, 0.00099),NA
"combined",2014 W39,N(-0.017, 0.002),NA
"combined",2014 W40,N(0.0037, 0.00075),NA
"combined",2014 W41,N(-0.11, 0.00093),NA
"combined",2014 W42,N(-0.1, 0.0014),NA
"combined",2014 W43,N(-0.13, 0.00097),NA
"combined",2014 W44,N(-0.1, 0.0013),NA
"combined",2014 W45,N(-0.2, 0.0011),NA
"combined",2014 W46,N(-0.036, 0.00086),NA
"combined",2014 W47,N(-0.16, 0.00086),NA
"combined",2014 W48,N(-0.2, 0.00095),NA
"combined",2014 W49,N(-0.21, 0.00095),NA
"combined",2014 W50,N(-0.2, 0.0014),NA
"combined",2014 W51,N(-0.25, 0.001),NA
"combined",2014 W52,N(-0.22, 0.00084),NA
"combined",2015 W01,N(-0.19, 0.00099),NA
"combined",2015 W02,N(-0.18, 0.0011),NA
"combined",2015 W03,N(-0.19, 0.00098),NA
"combined",2015 W04,N(-0.15, 0.00067),NA
"combined",2015 W05,N(-0.092, 0.0012),NA
"combined",2015 W06,N(-0.052, 0.001),NA
"combined",2015 W07,N(-0.036, 0.0015),NA
"combined",2015 W08,N(-0.039, 0.00082),NA
"combined",2015 W09,N(-0.071, 0.00099),NA
"combined",2015 W10,N(-0.076, 0.0011),NA
"combined",2015 W11,N(-0.061, 0.00096),NA
"combined",2015 W12,N(-0.01, 0.00088),NA
"combined",2015 W13,N(-0.014, 0.0011),NA
"combined",2015 W14,N(-0.018, 0.001),NA
"combined",2015 W15,N(0.058, 0.00086),NA
"combined",2015 W16,N(0.091, 6e-04),NA
"combined",2015 W17,N(0.044, 0.0012),NA
"combined",2015 W18,N(0.12, 0.0014),NA
"combined",2015 W19,N(0.079, 0.0013),NA
"combined",2015 W20,N(0.11, 0.00084),NA
"combined",2015 W21,N(0.092, 0.00091),NA
"combined",2015 W22,N(0.094, 0.0013),NA
"combined",2015 W23,N(0.067, 0.00082),0.00538220262356544
"combined",2015 W24,N(0.049, 0.001),-0.0154609928955805
"combined",2015 W25,N(0.031, 0.0013),0.0540496186507193
"combined",2015 W26,N(0.0054, 0.0013),0.0814329219016444
"combined",2015 W27,N(-0.014, 0.00091),NA
"combined",2015 W28,N(-0.0092, 0.0015),NA
"combined",2015 W29,N(-0.0083, 0.0012),NA
"combined",2015 W30,N(0.013, 0.00095),NA
"combined",2015 W31,N(0.012, 0.0014),NA
"combined",2015 W32,N(0.044, 7e-04),NA
"combined",2015 W33,N(0.033, 0.0013),NA
"combined",2015 W34,N(0.082, 0.001),NA
"combined",2015 W35,N(0.074, 0.0011),NA
"combined",2015 W36,N(0.043, 0.00073),NA
"combined",2015 W37,N(0.059, 0.0013),NA
"combined",2015 W38,N(-0.00049, 0.001),NA
"combined",2015 W39,N(0.0029, 7e-04),NA
"combined",2015 W40,N(-0.019, 0.00086),NA
"combined",2015 W41,N(-0.12, 0.00095),NA
"combined",2015 W42,N(-0.044, 0.00084),NA
"combined",2015 W43,N(-0.14, 0.00064),NA
"combined",2015 W44,N(-0.15, 0.0013),NA
"combined",2015 W45,N(-0.17, 0.001),NA
"combined",2015 W46,N(-0.19, 0.001),NA
"combined",2015 W47,N(-0.18, 0.00085),NA
"combined",2015 W48,N(-0.2, 0.0013),NA
"combined",2015 W49,N(-0.2, 0.0012),NA
"combined",2015 W50,N(-0.23, 0.0013),NA
"combined",2015 W51,N(-0.29, 0.00076),NA
"combined",2015 W52,N(-0.17, 0.0012),NA
"combined",2015 W53,N(-0.31, 0.00075),NA
"combined",2016 W01,N(-0.5, 0.00083),NA
"combined",2016 W02,N(-0.15, 0.00072),NA
"combined",2016 W03,N(-0.078, 0.0012),NA
"combined",2016 W04,N(-0.06, 0.00097),NA
"combined",2016 W05,N(-0.094, 0.0012),NA
"combined",2016 W06,N(-0.042, 0.001),NA
"combined",2016 W07,N(-0.071, 0.0011),NA
"combined",2016 W08,N(-0.11, 0.0013),NA
"combined",2016 W09,N(-0.077, 0.0012),NA
"combined",2016 W10,N(-0.03, 0.0012),NA
"combined",2016 W11,N(-0.024, 0.0013),NA
"combined",2016 W12,N(-0.038, 0.00097),NA
"combined",2016 W13,N(-0.017, 0.00075),NA
"combined",2016 W14,N(0.045, 0.0011),NA
"combined",2016 W15,N(0.061, 0.001),NA
"combined",2016 W16,N(0.08, 0.001),NA
"combined",2016 W17,N(0.1, 0.001),NA
"combined",2016 W18,N(0.13, 0.0012),NA
"combined",2016 W19,N(0.089, 0.0014),NA
"combined",2016 W20,N(0.089, 0.0011),NA
"combined",2016 W21,N(0.14, 0.00094),NA
"combined",2016 W22,N(0.051, 0.0012),0.107136980530181
"combined",2016 W23,N(0.034, 9e-04),0.00492699895800471
"combined",2016 W24,N(0.0027, 0.00075),-0.00529971893656247
"combined",2016 W25,N(-0.06, 0.00097),0.107068508711594
"combined",2016 W26,N(-0.052, 0.0011),NA
"prophet0",2011 W12,N(0.074, 0.00026),0.00251805489396098
"prophet0",2011 W13,N(0.048, 0.00022),-0.0154941120083412
"prophet0",2011 W14,N(0.05, 0.00024),-0.0482946725455963
"prophet0",2011 W15,N(-0.012, 0.00013),-0.0572541808308292
"prophet0",2011 W16,N(-0.054, 0.00016),-0.131074632342064
"prophet0",2011 W17,N(-0.065, 0.00016),-0.118727498391055
"prophet0",2011 W18,N(-0.066, 0.00037),-0.124633852850385
"prophet0",2011 W19,N(-0.12, 0.00015),-0.0922501893732477
"prophet0",2011 W20,N(-0.16, 2e-04),-0.0636664890592622
"prophet0",2011 W21,N(-0.18, 0.00022),-0.0903591834099421
"prophet0",2011 W22,N(-0.21, 0.00022),-0.106225069351819
"prophet0",2011 W23,N(-0.16, 0.00031),-0.130551735949817
"prophet0",2011 W24,N(-0.15, 0.00017),-0.0836820160737601
"prophet0",2011 W25,N(-0.086, 0.00012),-0.0786345076918203
"prophet0",2011 W26,N(-0.051, 0.00023),-0.0797720279263662
"prophet0",2011 W27,N(-0.028, 0.00018),-0.0447660862882497
"prophet0",2011 W28,N(-0.016, 0.00026),-0.0263053387669707
"prophet0",2011 W29,N(-0.0077, 8.8e-05),-0.00784459124569173
"prophet0",2011 W30,N(0.023, 0.00031),0.0106161562755873
"prophet0",2011 W31,N(0.057, 0.00043),0.0290769037968662
"prophet0",2011 W32,N(0.12, 0.00014),0.0897117787341533
"prophet0",2011 W33,N(0.14, 0.00014),0.154161762264475
"prophet0",2011 W34,N(0.19, 2e-04),0.161311477895718
"prophet0",2011 W35,N(0.22, 0.00021),0.168461193526962
"prophet0",2011 W36,N(0.25, 0.00028),0.169262491326009
"prophet0",2011 W37,N(0.29, 7e-05),0.173687827262592
"prophet0",2011 W38,N(0.31, 0.00029),0.207216632610184
"prophet0",2011 W39,N(0.31, 0.00014),0.240745437957775
"prophet0",2011 W40,N(0.24, 0.00042),0.197808810098328
"prophet0",2011 W41,N(0.14, 0.00029),0.166260349823874
"prophet0",2011 W42,N(0.043, 0.00014),0.070369668633584
"prophet0",2011 W43,N(-0.012, 0.00025),-0.0255210125567063
"prophet0",2011 W44,N(-0.072, 0.00031),-0.121411693746997
"prophet0",2011 W45,N(-0.18, 0.00014),-0.144124584283669
"prophet0",2011 W46,N(-0.22, 0.00018),-0.243079421660138
"prophet0",2011 W47,N(-0.33, 0.00022),-0.420569546497307
"prophet0",2011 W48,N(-0.37, 0.00023),-0.388600613164406
"prophet0",2011 W49,N(-0.36, 0.00041),-0.295526578379017
"prophet0",2011 W50,N(-0.21, 0.00032),-0.202452543593628
"prophet0",2011 W51,N(-0.065, 2e-04),-0.109378508808239
"prophet0",2011 W52,N(-0.035, 0.00018),-0.0721959096471106
"prophet0",2012 W01,N(-0.023, 0.00022),-0.0274383056375714
"prophet0",2012 W02,N(0.028, 0.00015),0.0363883887757921
"prophet0",2012 W03,N(0.073, 0.00018),0.0672491107277501
"prophet0",2012 W04,N(0.11, 0.00013),0.0768443703292364
"prophet0",2012 W05,N(0.14, 0.00014),0.0656029194096445
"prophet0",2012 W06,N(0.15, 0.00023),0.0939093508100832
"prophet0",2012 W07,N(0.13, 0.00016),0.165988321771491
"prophet0",2012 W08,N(0.12, 0.00031),0.142781038808829
"prophet0",2012 W09,N(0.13, 0.00012),0.129464004011584
"prophet0",2012 W10,N(0.14, 0.00022),0.143023964623149
"prophet0",2012 W11,N(0.15, 2e-04),0.141735070258538
"prophet0",2012 W12,N(0.12, 0.00015),0.136314875159273
"prophet0",2012 W13,N(0.029, 2e-04),0.0833685588531651
"prophet0",2012 W14,N(0.054, 0.00027),-0.0287389958639558
"prophet0",2012 W15,N(0.0095, 0.00016),0.0389250720436637
"prophet0",2012 W16,N(0.0018, 0.00027),-0.0310850755015701
"prophet0",2012 W17,N(-0.028, 0.00014),-0.0669693798797385
"prophet0",2012 W18,N(-0.072, 0.00011),-0.0912964483403552
"prophet0",2012 W19,N(-0.11, 2e-04),NA
"prophet0",2012 W20,N(-0.14, 0.00014),NA
"prophet0",2012 W21,N(-0.17, 0.00023),NA
"prophet0",2012 W22,N(-0.18, 2e-04),-0.0325628540277023
"prophet0",2012 W23,N(-0.18, 0.00027),-0.0155721724947643
"prophet0",2012 W24,N(-0.16, 0.00023),-0.0442830119681812
"prophet0",2012 W25,N(-0.12, 0.00011),0.0286723434601069
"prophet0",2012 W26,N(-0.077, 0.00029),0.131077327405416
"prophet0",2012 W27,N(-0.035, 0.00028),NA
"prophet0",2012 W28,N(-0.033, 0.00036),NA
"prophet0",2012 W29,N(-0.006, 0.00027),NA
"prophet0",2012 W30,N(-0.0056, 0.00026),NA
"prophet0",2012 W31,N(0.035, 0.00017),NA
"prophet0",2012 W32,N(0.1, 0.00021),NA
"prophet0",2012 W33,N(0.15, 0.00026),NA
"prophet0",2012 W34,N(0.18, 0.00025),NA
"prophet0",2012 W35,N(0.21, 0.00033),NA
"prophet0",2012 W36,N(0.24, 0.00022),NA
"prophet0",2012 W37,N(0.26, 0.00021),NA
"prophet0",2012 W38,N(0.28, 0.00026),NA
"prophet0",2012 W39,N(0.25, 0.00034),NA
"prophet0",2012 W40,N(0.2, 0.00017),NA
"prophet0",2012 W41,N(0.094, 0.00013),NA
"prophet0",2012 W42,N(0.13, 0.00014),NA
"prophet0",2012 W43,N(-0.029, 0.00017),NA
"prophet0",2012 W44,N(-0.096, 0.00031),NA
"prophet0",2012 W45,N(-0.19, 0.00024),NA
"prophet0",2012 W46,N(-0.23, 0.00019),NA
"prophet0",2012 W47,N(-0.36, 0.00031),NA
"prophet0",2012 W48,N(-0.39, 0.00013),NA
"prophet0",2012 W49,N(-0.29, 3e-04),NA
"prophet0",2012 W50,N(-0.19, 0.00019),NA
"prophet0",2012 W51,N(-0.11, 0.00025),NA
"prophet0",2012 W52,N(-0.03, 0.00029),NA
"prophet0",2013 W01,N(-0.025, 0.00036),NA
"prophet0",2013 W02,N(0.013, 0.00016),NA
"prophet0",2013 W03,N(0.016, 0.00012),NA
"prophet0",2013 W04,N(0.064, 0.00023),NA
"prophet0",2013 W05,N(0.15, 0.00029),NA
"prophet0",2013 W06,N(0.13, 3e-04),NA
"prophet0",2013 W07,N(0.073, 8.8e-05),NA
"prophet0",2013 W08,N(0.098, 0.00025),NA
"prophet0",2013 W09,N(0.11, 0.00017),NA
"prophet0",2013 W10,N(0.17, 0.00022),NA
"prophet0",2013 W11,N(0.14, 0.00028),NA
"prophet0",2013 W12,N(0.1, 0.00017),NA
"prophet0",2013 W13,N(0.1, 0.00013),NA
"prophet0",2013 W14,N(0.067, 0.00016),NA
"prophet0",2013 W15,N(0.041, 0.00026),NA
